Job Field,Job Title,Job Description,Key Responsibilities,Required Skills & Qualifications
Performing Arts (Film),Set Decorator,"Works under the Production Designer to select and acquire all the ""dressing"" (furniture, rugs, curtains, artwork, small details) that make a film set look like a real, lived-in space.",• Read the script and break down all set dressing requirements.<br>• Source all items by buying or renting from prop houses.<br>• Place all dressing on the set to bring the environment to life.<br>• Manage the set dressing budget and crew.,• Strong interior design and storytelling skills.<br>• Extreme resourcefulness and organization.<br>• Knowledge of historical periods and design styles.
Performing Arts (Theatre),Company Manager,"Manages the human resources and logistics for a theatre company or a specific production, focusing on the well-being of the cast and crew.","• Manage artist contracts, payroll, and union paperwork.<br>• Arrange all travel and housing for out-of-town actors and creatives.<br>• Serve as the primary liaison for all artist needs and problems.<br>• Manage the company budget for a specific show.","• Strong organization and problem-solving skills.<br>• Empathy and interpersonal skills.<br>• Knowledge of union contracts (e.g., AEA)."
Museum & Arts Admin,Arts Administrator (General),"A general term for a professional who manages the business side of a non-profit arts organization, handling tasks in finance, marketing, development, and operations.",• Assist with budgeting and financial tracking.<br>• Help coordinate marketing campaigns and ticket sales.<br>• Assist with fundraising events and grant applications.<br>• Provide administrative support to the leadership team.,• Organization and multitasking.<br>• Passion for the arts.<br>• Strong communication and administrative skills.<br>• Degree in Arts Administration.
Design (Digital),Product Designer (Digital),"A strategic role, often in tech, that combines UX design, UI design, and user research. They are responsible for the entire experience of a digital product, from initial research to final visual design.","• Conduct user research to identify product opportunities.<br>• Define the user flow, wireframes, and prototypes (UX).<br>• Design the high-fidelity visual interface (UI).<br>• Continuously test and iterate on the product with users.",• Mastery of the entire design process (UX/UI).<br>• Strategic thinking and problem-solving.<br>• Proficiency in Figma/Sketch.<br>• Portfolio of product case studies.
Craft & Artisanal,Tattoo Artist,A highly skilled visual artist who designs and applies permanent tattoos to clients' bodies using specialized needles and ink.,"• Consult with clients to create original, custom tattoo designs.<br>• Operate tattoo machines and apply ink precisely to the skin.<br>• Adhere to all health and bloodborne pathogen safety standards strictly.<br>• Clean and sterilize all equipment.",• Exceptional drawing and artistic skills.<br>• Knowledge of tattoo equipment and techniques.<br>• Strict adherence to health/safety protocols.<br>• Requires a formal apprenticeship and state license.
Fine Art,Illustrator (Children's Book),"A specialized illustrator who creates the artwork for children's books, interpreting the text to create engaging visual narratives for young readers.","• Read the manuscript and create character designs.<br>• Storyboard the entire book to plan the layout and flow.<br>• Create final, full-color illustrations for every page.<br>• Collaborate with the author, editor, and art director.","• A unique, marketable, and family-friendly art style.<br>• Strong storytelling and character design skills.<br>• Mastery of a medium (digital or traditional).<br>• Professional illustration portfolio."
Literary Arts,Journalist (Arts & Culture),"A writer who reports on the arts and culture beat, reviewing performances, interviewing artists, and covering cultural events for a publication.","• Attend and review theatre, gallery openings, concerts, and films.<br>• Interview artists, directors, curators, and authors.<br>• Pitch and write long-form feature articles on cultural trends.<br>• Adhere to journalistic ethics and deadlines.",• Strong critical writing and reporting skills.<br>• Deep knowledge of the local and national arts scene.<br>• Interviewing and research skills.<br>• Degree in Journalism or a related arts field.
Performing Arts (Film),Make-up Artist (MUA),"Applies makeup to actors for theatre, film, and television. This can range from ""corrective"" makeup for cameras to elaborate fantasy or prosthetic special effects.","• Apply makeup to actors to create the look of a specific character.<br>• Read scripts to determine makeup requirements.<br>• May specialize in special effects (SFX) makeup, applying prosthetics, wounds, or aging effects.<br>• Maintain continuity of makeup during shooting.","• Knowledge of makeup techniques (beauty and corrective).<br>• (For SFX) Skills in sculpting, mold-making, and prosthetic application.<br>• State cosmetology or esthetician license often required."
Performing Arts (Music),Music Therapist,"A licensed healthcare professional who uses music-based interventions (listening, singing, playing instruments) to accomplish individualized therapeutic goals for patients.","• Assess the physical, emotional, and cognitive needs of a client.<br>• Design music-based interventions to meet therapeutic goals.<br>• Conduct individual or group therapy sessions.<br>• Work with diverse populations (hospitals, nursing homes, schools).<br>• Maintain clinical documentation.","• Proficiency in guitar, piano, and voice.<br>• Knowledge of psychology and clinical therapy practices.<br>• Empathy.<br>• Master's degree and board certification (MT-BC)."
Design (Commercial),Medical Illustrator,"A highly specialized artist with training in both medicine and art. They create scientifically accurate visuals (drawings, models) for textbooks, journals, and patient education.","• Collaborate with doctors and scientists to understand complex medical information.<br>• Create accurate and clear illustrations of human anatomy, surgical procedures, and biological processes.<br>• Use digital tools (Photoshop, Illustrator) or 3D modeling software.<br>• Ensure all visuals are scientifically precise.",• Master's degree from an accredited Medical Illustration program.<br>• Expert knowledge of human anatomy.<br>• Exceptional drawing and digital art skills.<br>• CMI (Certified Medical Illustrator) certification.
Literary Arts,Copywriter,"A creative professional responsible for writing the text (or ""copy"") used in advertising and marketing. Their goal is persuasive writing that drives action (e.g., makes a sale, generates a click).","• Write clear, concise, and persuasive copy for ads (digital, print, TV, radio).<br>• Create content for websites, email marketing campaigns, and social media.<br>• Develop and adhere to a specific brand voice and tone.<br>• Collaborate with art directors and designers to create finished ads.","• Exceptional persuasive writing, creativity.<br>• Understanding of marketing and psychology.<br>• Ability to accept criticism and meet deadlines.<br>• A strong portfolio of work."
Media & Production,Podcast Producer,"Manages the end-to-end creation of a podcast. This role combines creative direction, project management, and technical audio skills.","• Coordinate with hosts, book guests, and manage production schedules.<br>• Research topics and assist with scripting or outlining episodes.<br>• Record, edit, and mix audio to a high professional standard.<br>• Write show notes, upload episodes to hosting platforms, and assist with promotion.","• Audio editing software (Audacity, Pro Tools, Logic Pro).<br>• Project management, storytelling.<br>• Communication skills.<br>• Experience in audio production."
Media & Production,Character Rigger,"A technical artist in 3D animation. They build the digital ""skeleton,"" joints, and control system for a 3D model, allowing animators to move and pose the character.","• Build the internal armature (skeleton) for a 3D character model.<br>• Create the user interface (controls) that animators will use.<br>• Test the ""rig"" for functionality, weight, and deformation.<br>• Troubleshoot and fix any issues for the animation team.","• Highly technical skill in 3D software (Maya).<br>• Deep knowledge of scripting (Python, MEL).<br>• Understanding of anatomy and biomechanics.<br>• Technical demo reel required."
Design (Commercial),Brand Designer,"A specialized designer who focuses on creating and managing the visual elements of a brand identity, including the logo, color palette, typography, and image style, ensuring consistency.","• Design the core brand identity (logo, color, fonts).<br>• Create a comprehensive brand style guide for the company to follow.<br>• Apply the brand identity across all assets (website, packaging, marketing).<br>• Ensure all visuals are cohesive and strategically aligned.",• Expertise in graphic design and branding strategy.<br>• Adobe Creative Suite.<br>• Ability to think systematically and strategically about design.<br>• Strong branding portfolio.
Performing Arts (Music),Music Librarian,"Manages the music library for a major performing ensemble, like a symphony orchestra or opera. They are responsible for acquiring, preparing, and distributing sheet music.",• Acquire sheet music (purchase or rent) for the season's programming.<br>• Prepare scores for the conductor (marking) and parts for each musician (bowings).<br>• Catalog and maintain the physical music library.<br>• Distribute and collect all sheet music for rehearsals and performances.,• Ability to read music fluently.<br>• Exceptional organization and attention to detail.<br>• Knowledge of music history and publishing.<br>• Master's in Library Science (MLS) or Musicology.
Fashion & Apparel,Apparel Pattern Grader,"A highly technical specialist who takes the master pattern (sample size) created by the Pattern Maker and scales it up and down to create the patterns for the full range of sizes (XS, S, M, L, XL, etc.).","• Use specific grading rules to proportionally increase or decrease pattern measurements.<br>• Work using CAD software (Gerber, Lectra) or by hand.<br>• Ensure the fit and proportions remain consistent across all sizes.<br>• Create the final ""nested"" set of patterns for the factory.",• Mastery of pattern grading techniques and rules.<br>• Advanced math skills and attention to detail.<br>• Proficiency in grading software (CAD).<br>• Experience in patternmaking.
Museum & Arts Admin,Art Appraiser,"A certified expert who evaluates artworks to determine their monetary value for insurance, donation, estate tax, or sale purposes.","• Research the artist, provenance (history of ownership), and condition of an artwork.<br>• Analyze auction records and private sales data for comparable works.<br>• Write a formal, legally binding appraisal report stating the artwork's value.<br>• Adhere to professional ethics standards (USPAP).","• Expert knowledge of art history and the art market.<br>• Strong research skills.<br>• Must be certified by an appraisal organization (ASA, AAA, ISA)."
Craft & Artisanal,Blacksmith,"An artisan who forges and shapes metal (typically iron and steel) using a forge, hammer, and anvil to create functional items (tools, hardware, gates) or sculpture.","• Heat metal in a forge to make it malleable.<br>• Shape hot metal using hammers, anvils, and other metalworking tools.<br>• Use techniques like welding, bending, and finishing.<br>• Fabricate custom commissions (e.g., architectural railings).",• Expert knowledge of metallurgy and forging techniques.<br>• Physical strength and stamina.<br>• High tolerance for heat and dangerous conditions.<br>• Apprenticeship or specialized craft schooling.
Museum & Arts Admin,Exhibition Preparator,"(See ""Art Handler"") A technician who performs the skilled manual labor of building, installing, and maintaining museum exhibits.","• Build temporary walls, pedestals, and custom mounts for art.<br>• Hang and install artwork according to the curator's layout.<br>• Set up and maintain lighting and A/V equipment for exhibits.<br>• Paint gallery walls and perform repairs.",• Advanced carpentry skills.<br>• Knowledge of art handling techniques.<br>• Ability to read blueprints and designs.<br>• Experience in construction or fabrication.
Design (Commercial),Sign Writer / Painter,"A specialized artisan who designs and paints high-quality signs by hand, using traditional lettering and gilding (gold leaf) techniques.",• Design lettering and layouts for commercial signage.<br>• Hand-paint lettering with brushes with extreme precision.<br>• Apply gold leaf (gilding) to surfaces like glass windows.<br>• Work on-site to paint large-scale signs on buildings.,"• Mastery of brush lettering (sign painting).<br>• Knowledge of layout, design, and typography.<br>• Extreme patience and a steady hand.<br>• Apprenticeship-based skill."
Performing Arts (Film),Special Effects (SFX) Makeup Artist,"A specialized MUA who focuses on ""practical effects""—creating non-human characters, wounds, aging, and monsters using prosthetics, sculpting, and mold-making.","• Design characters (e.g., aliens, monsters) with the director.<br>• Sculpt features in clay and create molds.<br>• Run foam latex or silicone prosthetic appliances from the molds.<br>• Apply and paint prosthetics onto the actor, blending them seamlessly with the skin.","• Expert skills in sculpting, painting, and mold-making.<br>• Deep knowledge of materials (silicone, foam latex).<br>• Understanding of anatomy.<br>• Specialized SFX makeup school portfolio."
Performing Arts (Theatre),Master Electrician,"Works with the Lighting Designer to implement the light plot. They are responsible for acquiring, hanging, focusing, and wiring all lighting instruments in the theatre.",• Read the Lighting Designer's plot and acquire all needed instruments and cables.<br>• Supervise a crew of electricians to hang all lights in the grid.<br>• Focus each light according to the designer's specifications.<br>• Ensure all electrical systems are safe and functional.,• Expert knowledge of theatrical lighting instruments.<br>• Understanding of electrical theory and safety.<br>• Leadership and ability to read complex plots.<br>• Certification or BFA/MFA.
Fine Art,Courtroom Sketch Artist,"A specialized illustrator who attends legal trials and quickly draws the proceedings (judge, jury, defendant) for media outlets, particularly when cameras are banned from the courtroom.",• Attend high-profile court cases.<br>• Quickly sketch key figures and dramatic moments using pastel or pencil.<br>• Capture the likeness and emotion of the participants under a tight deadline.<br>• Deliver sketches to news media for broadcast.,"• Exceptional, fast drawing and sketching skills.<br>• Ability to capture likeness and gesture quickly.<br>• Ability to work under high pressure.<br>• Journalism or illustration background."
Design (Commercial),Illustrator (Technical),"Creates precise visual illustrations to explain complex technical information. They create the diagrams in instruction manuals, engineering journals, and scientific textbooks.","• Read and interpret complex technical data or engineering blueprints.<br>• Create clean, accurate diagrams, cutaways, and ""exploded views"" of machinery or products.<br>• Use digital tools (Adobe Illustrator) to create precise vector-based illustrations.<br>• Work with engineers and writers to ensure accuracy.",• Exceptional precision drawing skills (digital).<br>• Ability to understand and visualize complex technical concepts.<br>• Mastery of Adobe Illustrator.<br>• Portfolio of technical diagrams.
Literary Arts,Literary Scout,"A highly specialized consultant, typically hired by international publishers or film studios, to be their ""eyes and ears"" and find promising books in other markets before they become bestsellers.","• Read manuscripts and new books across a specific market (e.g., the US publishing market).<br>• Network extensively with agents and editors to get early tips.<br>• Write reports recommending the most promising books to their international clients.<br>• Identify trends and breakout intellectual property (IP).",• Voracious reader with strong editorial instincts.<br>• Exceptional networking and social skills.<br>• Ability to synthesize information and write reports quickly.<br>• Deep industry connections.
Fine Art,Public Art Administrator,"Works for a government agency or non-profit to manage the ""Percent for Art"" program. They facilitate the entire process of commissioning and installing public art.","• Manage the ""call for artists"" process and RFQ submissions.<br>• Coordinate the selection committee (jury) process.<br>• Act as the liaison between the artist, the city/architects, and the community.<br>• Manage the project budget, timeline, and installation logistics.","• Project management skills.<br>• Knowledge of public art, fabrication, and construction.<br>• Diplomacy and communication skills.<br>• MA in Arts Administration or Public Policy."
Management Consulting,Consulting Intern,"An undergraduate or MBA student in a temporary role. Supports a project team by conducting research, performing data analysis, and learning the fundamentals of the consulting methodology.",• Conduct market research and data collection.<br>• Perform quantitative analysis and financial modeling in Excel.<br>• Assist in the creation of client presentation slides (PowerPoint).<br>• Participate in team brainstorming and problem-solving sessions.,"• Skills: Strong analytical thinking, Excel/PowerPoint, communication, teamwork.<br>• Qualifications: Currently enrolled in a top-tier BA or MBA program."
Management Consulting,Associate Consultant / Analyst,"The entry-level, post-undergraduate role. Responsible for a specific ""workstream"" within a project, focusing heavily on data gathering, quantitative analysis, and slide creation.","• Own a specific piece of the analysis (e.g., competitor benchmarking, financial model).<br>• Synthesize research findings into clear insights.<br>• Prepare and polish client-ready presentation decks.<br>• Work directly with client data to identify trends.","• Skills: Data analysis, financial modeling, research, advanced PowerPoint, problem-solving, professionalism.<br>• Qualifications: Bachelor's degree from a top-tier university (any major)."
Management Consulting,Consultant (Post-MBA),"The standard post-MBA role. Expected to manage their own complex workstream, lead analysts, and begin to structure the project's overall narrative and recommendations.",• Structure and manage complex analytical workstreams.<br>• Supervise and mentor 1-2 analysts or associates.<br>• Formulate strategic recommendations based on data.<br>• Begin to co-manage parts of the client relationship.,"• Skills: Project management, advanced structured thinking, leadership, client management, business acumen.<br>• Qualifications: MBA from a top-tier business school or direct promotion from an Analyst role."
Management Consulting,Engagement Manager / Project Lead,"Responsible for the day-to-day management of an entire consulting project. Manages the full team, the client relationship, the project plan, and the final deliverable.","• Lead the project team, delegate work, and manage timelines.<br>• Act as the primary point of contact for the client project team.<br>• Structure the team's problem-solving approach and ensure hypothesis-driven analysis.<br>• Build and present the final recommendation deck to client leadership.","• Skills: Team leadership, project management, client relationship skills, storytelling, conflict resolution.<br>• Qualifications: 3-5+ years of post-MBA experience; proven project delivery."
Management Consulting,Principal / Senior Manager,A senior leader who manages multiple project teams simultaneously. Begins to shift focus from project delivery to project sales and business development.,• Manage a portfolio of 2-3 projects and their respective managers.<br>• Build and maintain relationships with senior client executives.<br>• Lead business development proposals (RFPs) and sales pitches.<br>• Develop intellectual capital (white papers) for the firm.,"• Skills: Business development (sales), client relationship management, practice leadership, expert-level knowledge.<br>• Qualifications: Extensive (8-12+ years) consulting experience; proven track record of selling projects."
Management Consulting,Partner / Managing Director,"A co-owner of the firm responsible for setting strategy, driving revenue, and managing the firm's most senior client relationships (C-suite). The ultimate P&L owner.",• Own and grow a multi-million dollar book of business (client portfolio).<br>• Sell and sign large-scale transformation projects.<br>• Serve as the lead relationship manager for C-suite clients.<br>• Mentor junior partners and principals; lead the practice area.,"• Skills: Executive leadership, rainmaking/sales, C-suite relationship building, strategic vision.<br>• Qualifications: Elected to the partnership; proven track record of generating significant revenue and firm impact."
Strategy Consulting,Growth Strategy Consultant,"A specialist consultant who advises clients on how to expand their business, focusing on market entry, product diversification, and new revenue streams.","• Analyze market size, competitive landscape, and customer segments.<br>• Model financial projections for new business ventures.<br>• Develop strategic roadmaps for entering new markets or launching new products.","• Skills: Market analysis, financial modeling, strategic forecasting, competitive intelligence.<br>• Qualifications: Standard consulting background (BA/MBA) with a focus on marketing or corporate strategy projects."
Strategy Consulting,Operations Strategy Consultant,"Advises clients on improving operational efficiency. Focuses on supply chain, manufacturing, procurement, and cost-reduction initiatives.","• Diagram and analyze client's core operational processes.<br>• Identify bottlenecks, waste, and areas for cost reduction.<br>• Design new operational models (e.g., Lean manufacturing, strategic sourcing).<br>• Quantify potential savings from efficiency improvements.","• Skills: Process mapping, Lean/Six Sigma, cost-benefit analysis, supply chain management, procurement.<br>• Qualifications: BA/MBA; often an engineering or operations background is preferred."
Strategy Consulting,Pricing Strategy Consultant,A niche consultant who uses economic and data models to help clients determine the optimal price for their products and services to maximize revenue and profitability.,"• Conduct conjoint analysis and other market research to test price sensitivity.<br>• Analyze competitor pricing models and market positioning.<br>• Develop new pricing frameworks (e.g., subscription, tiered, value-based).","• Skills: Economics, econometrics, statistical analysis (R/Python), strong quantitative modeling.<br>• Qualifications: Degree in Economics, Statistics, or related field. Often holds a PhD."
Strategy Consulting,Market Entry Strategy Consultant,"Advises clients on the feasibility and strategy for entering a new geographic market (e.g., a US company entering Asia).","• Analyze foreign market regulations, cultural barriers, and local competition.<br>• Evaluate build vs. buy vs. partner entry models.<br>• Develop a phased roadmap for market entry.<br>• Assess geopolitical and economic risks.","• Skills: International business, risk analysis, regulatory research, competitive strategy.<br>• Qualifications: BA/MBA, often with international experience or fluency in other languages."
Strategy Consulting,Due Diligence Consultant,"Works on the commercial (not financial) side of M&A. Answers the question: ""Is this a good company and market to buy?"" (Part of Transaction Services).","• Conduct rapid market research on a target company's industry.<br>• Interview key customers, suppliers, and experts.<br>• Assess the target's competitive advantage and market position.<br>• Identify key commercial risks and opportunities for the acquiring client.","• Skills: Rapid research, expert interviewing, financial analysis, hypothesis generation, deadline-driven.<br>• Qualifications: Standard consulting background; experience in fast-paced M&A projects."
Technology Consulting,Technology Strategy Consultant,"Advises CIOs and CTOs on high-level IT strategy, such as digital transformation roadmaps, technology operating models, and IT cost optimization.",• Assess a client's current technology stack and capabilities.<br>• Align IT strategy with the overall business strategy.<br>• Create multi-year roadmaps for digital transformation.<br>• Design new IT governance and operating models.,"• Skills: Business acumen, IT knowledge, strategic planning, digital trends, communication.<br>• Qualifications: BA/MBA, often mixed with a technical (CompSci) degree."
Technology Consulting,Digital Transformation Consultant,"A broad role focused on helping legacy companies adopt digital technologies. Manages the human and technical side of moving to cloud, mobile, and data-centric operations.","• Create roadmaps for adopting digital-first customer experiences.<br>• Manage projects related to cloud migration, data analytics, and mobile app dev.<br>• Integrate change management to ensure employee adoption.<br>• Bridge the gap between business leaders and IT implementation teams.","• Skills: Project management, change management, broad knowledge of cloud/data/Agile, stakeholder alignment.<br>• Qualifications: BA/MBA with strong project management experience."
Technology Consulting,IT Infrastructure Consultant,"Advises clients on designing and managing their core hardware, networks, data centers, and infrastructure operations.","• Assess existing data center and network architecture.<br>• Design scalable infrastructure solutions (on-prem, cloud, or hybrid).<br>• Plan large-scale hardware refresh or migration projects.<br>• Advise on network security and disaster recovery planning.","• Skills: Network architecture, data center operations, cloud infrastructure, ITIL, virtualization (VMware).<br>• Qualifications: Technical degree or certifications (e.g., CompTIA, Cisco)."
Technology Consulting,IT Sourcing Consultant,"Advises clients on how to strategically procure technology hardware, software, and services, focusing on cost optimization and vendor management.","• Analyze client's annual IT spend and vendor contracts.<br>• Run the RFP (Request for Proposal) process for new tech vendors.<br>• Negotiate pricing, licensing terms (SLA), and contracts.<br>• Advise on outsourcing (BPO/ITO) strategies.","• Skills: Negotiation, procurement, contract analysis, financial analysis, IT asset management (ITAM).<br>• Qualifications: Background in finance, procurement, or IT operations."
Technology Consulting,Cloud Advisory Consultant,"A strategist who helps clients develop their ""cloud-first"" strategy. Determines which applications to move to the cloud, which cloud provider to use (AWS, Azure, GCP), and the financial business case.","• Build the business case (TCO analysis) for cloud migration.<br>• Assess application portfolios for ""cloud readiness.""<br>• Recommend specific providers (AWS, Azure, GCP) and service models (IaaS, PaaS, SaaS).<br>• Develop the migration roadmap and governance model.","• Skills: Cloud fundamentals (AWS, Azure, GCP), financial modeling (TCO), IT strategy, communication.<br>• Qualifications: Cloud certifications (e.g., AWS Cloud Practitioner) + consulting background."
Technology Consulting,Cloud Implementation Consultant,"A hands-on technical expert who actually builds, configures, and deploys solutions on cloud platforms for a client.","• Design and deploy client solutions using AWS, Azure, or GCP services.<br>• Write Infrastructure as Code (IaC) using Terraform or CloudFormation.<br>• Configure virtual networks, IAM policies, and compute resources.<br>• Migrate on-premise applications and data to the cloud.","• Skills: Expert-level AWS/Azure/GCP, Terraform/Ansible, scripting (Python), networking, security.<br>• Qualifications: Professional-level cloud certifications (e.g., AWS Solutions Architect Pro)."
Technology Consulting,Cybersecurity Strategy Consultant,"Advises CISOs and boards on their overall cybersecurity posture, risk management framework, and security program maturity.","• Conduct security maturity assessments (e.g., against NIST framework).<br>• Develop a security program roadmap and governance structure.<br>• Advise on security budgets and technology investments.<br>• Create incident response plans and data privacy policies (GDPR, CCPA).","• Skills: Cybersecurity frameworks (NIST, ISO 27001), risk assessment, data privacy laws, communication.<br>• Qualifications: Security certs (CISSP, CISM) + consulting background."
Technology Consulting,Cybersecurity Risk Analyst,A tactical consultant who performs technical risk assessments and audits to ensure a client is compliant with security standards.,"• Perform vulnerability assessments and penetration tests (ethical hacking).<br>• Conduct GRC (Governance, Risk, Compliance) audits against standards (PCI, HIPAA, SOX).<br>• Test and validate internal security controls.<br>• Write detailed reports on vulnerabilities and remediation steps.","• Skills: Vulnerability scanning, penetration testing tools, compliance auditing, technical writing.<br>• Qualifications: Technical certs (CEH, Security+) or auditing certs (CISA)."
Technology Consulting,Data & Analytics Consultant,"Helps clients leverage their data. Focuses on building business intelligence (BI) dashboards, setting up data visualization tools, and pulling insights from data.","• Interview business stakeholders to define Key Performance Indicators (KPIs).<br>• Build and maintain data models and BI dashboards (in Tableau, Power BI, Looker).<br>• Write complex SQL queries to extract and transform data.<br>• Train end-users on how to use BI tools for self-service analytics.","• Skills: Tableau/Power BI (expert-level), SQL, data warehousing, communication, data storytelling.<br>• Qualifications: Degree in analytics, business, or CS. Strong portfolio of dashboards."
Technology Consulting,Data Governance Consultant,"A specialist consultant who helps large organizations manage their data as an asset. Focuses on data quality, data catalogs, and policies.","• Implement data governance frameworks and establish a Data Governance Office.<br>• Create data catalogs, data dictionaries, and business glossaries.<br>• Define data quality rules and data stewardship policies.<br>• Advise on master data management (MDM) strategies.","• Skills: Data governance principles, data quality tools, MDM concepts, policy writing.<br>• Qualifications: Experience in data management. Certifications in specific governance tools (e.g., Collibra)."
Technology Consulting,AI/ML Strategy Consultant,Advises clients on how to leverage Artificial Intelligence and Machine Learning. Identifies high-value use cases and builds the strategic roadmap for implementation.,"• Run ""art of the possible"" workshops to identify AI use cases.<br>• Build the business case and ROI models for AI projects.<br>• Develop an AI/ML implementation roadmap, including data and talent strategy.<br>• Advise on AI ethics, governance, and model risk management.","• Skills: Strong understanding of AI/ML concepts (not necessarily a builder), strategic planning, business acumen.<br>• Qualifications: MBA or data science background with strong communication skills."
Technology Consulting,Data Science Consultant,"A hands-on builder (Data Scientist) who works on client projects to build, test, and deploy machine learning models to solve specific business problems.","• Clean and prepare large, messy datasets for modeling.<br>• Train, test, and validate predictive models (regression, classification, etc.).<br>• Use Python (scikit-learn, pandas) or R for statistical analysis.<br>• Present model findings and limitations to technical and non-technical stakeholders.","• Skills: Python/R, SQL, machine learning, statistics, data visualization, communication.<br>• Qualifications: Master's or PhD in a quantitative field (CompSci, Statistics, Econ)."
Technology Consulting,DevOps Transformation Consultant,Advises clients on how to adopt DevOps culture and practices (like CI/CD and automation) to release software faster and more reliably.,"• Assess a client's current software development lifecycle (SDLC).<br>• Design and implement CI/CD pipelines (e.g., using Jenkins, GitLab CI).<br>• Implement automation tools for infrastructure provisioning (IaC).<br>• Coach development and operations teams on Agile/DevOps collaboration.","• Skills: CI/CD tools, containerization (Docker, Kubernetes), IaC (Terraform), Agile/Scrum.<br>• Qualifications: Background in software development or systems administration."
Technology Consulting,Agile Coach / Scrum Consultant,"An expert in Agile methodologies hired by organizations to train teams, manage the transition from Waterfall to Agile, and act as a Scrum Master for critical projects.","• Train client teams on Agile principles and the Scrum framework.<br>• Act as a Scrum Master or Agile Coach for multiple development teams.<br>• Help organizations scale Agile (e.g., using SAFe, LeSS).<br>• Facilitate Agile ceremonies (sprints, retrospectives, stand-ups).","• Skills: Expert knowledge of Agile/Scrum/Kanban, coaching, facilitation, conflict resolution.<br>• Qualifications: Certified Scrum Master (CSM) or SAFe certification; extensive project management experience."
Systems Consulting,SAP Functional Consultant,"An expert in a specific SAP ""module"" (like Finance, Supply Chain, or HR) who helps clients configure the system to match their business processes.","• Conduct workshops to gather business requirements from client stakeholders.<br>• Configure a specific SAP module (e.g., FI/CO, SD, MM) to meet requirements.<br>• Write functional specification documents for developers.<br>• Test the system and train end-users.","• Skills: Deep expertise in a specific SAP module, business process mapping, communication.<br>• Qualifications: SAP certification in the relevant module; multiple project lifecycle experience."
Systems Consulting,SAP Technical Consultant (ABAP),"A software developer who specializes in customizing the SAP environment by writing custom code in SAP's proprietary language, ABAP.","• Develop custom reports, interfaces, conversions, and enhancements (RICEFW).<br>• Write custom ABAP code to meet functional specifications.<br>• Perform performance tuning and debugging of SAP programs.<br>• Manage data migration and system integrations.","• Skills: ABAP programming (expert), SAP architecture, data integration (IDocs).<br>• Qualifications: CompSci degree and extensive ABAP development experience."
Systems Consulting,Salesforce Consultant (Functional),"Helps clients implement and customize the Salesforce.com platform (Sales Cloud, Service Cloud) to meet their sales and customer service needs.","• Lead workshops to understand and map the client's sales/service process.<br>• Configure the Salesforce platform using clicks (not code): objects, fields, workflows, and validation rules.<br>• Build reports and dashboards for the sales team.<br>• Train administrators and end-users on the new system.","• Skills: Deep Salesforce platform knowledge, business analysis, sales process, communication.<br>• Qualifications: Salesforce Administrator certification is required. Sales Cloud or Service Cloud Consultant certs preferred."
Systems Consulting,Salesforce Developer (Technical),A technical consultant who builds custom functionality on the Salesforce platform using proprietary code (Apex) and frameworks (Lightning Web Components).,"• Build custom Apex code (triggers, controllers) and Lightning Components.<br>• Integrate Salesforce with external systems using APIs (REST, SOAP).<br>• Handle complex data migration and system customizations.<br>• Write technical documentation and perform unit testing.","• Skills: Apex, SOQL, JavaScript (LWC), API integration.<br>• Qualifications: Salesforce Platform Developer I and II certifications."
Systems Consulting,Workday Consultant,"A specialist in the Workday platform who helps clients implement and manage their HRIS (HR) and Financial systems, specializing in modules like HCM, Payroll, or Finance.","• Gather client requirements for HR or Finance processes.<br>• Configure the Workday tenant (business processes, security, compensation).<br>• Build custom reports and integrations.<br>• Manage the testing cycles and train the client's HR/Finance teams.","• Skills: Deep Workday module expertise (e.g., HCM Core), reporting, business process logic.<br>• Qualifications: Workday Pro Certification in a specific module (must be sponsored by a partner firm)."
Systems Consulting,Oracle Cloud Consultant,An implementation expert who helps clients migrate from on-premise systems (like E-Business Suite) or competitors to Oracle's cloud ERP or HCM applications.,"• Lead implementation of Oracle Cloud ERP (Financials) or HCM modules.<br>• Configure modules to client specifications.<br>• Manage data migration from legacy systems.<br>• Build reports (OTBI, BI Publisher) and integrations.","• Skills: Oracle Cloud expertise, knowledge of finance or HR processes, data migration.<br>• Qualifications: Oracle Cloud certification in relevant modules."
Systems Consulting,ServiceNow Consultant,"Helps clients implement the ServiceNow platform to manage their IT Service Management (ITSM), IT Operations (ITOM), or other business workflows.","• Gather requirements and configure ServiceNow ITSM modules (Incident, Problem, Change).<br>• Design and build custom workflows, forms, and service catalogs.<br>• Integrate ServiceNow with other client IT tools.<br>• Train the client's IT support staff on using the platform.","• Skills: ServiceNow platform knowledge, ITSM/ITIL processes, JavaScript, system administration.<br>• Qualifications: ServiceNow Certified System Administrator (CSA); implementation specialist certs."
Systems Consulting,Microsoft Dynamics 365 Consultant,"An expert in Microsoft's suite of business applications (Finance, Supply Chain, or Customer Engagement/CRM) who manages implementation projects.","• Implement and configure Dynamics 365 modules.<br>• Customize the platform and build workflows using Power Platform (Power Apps, Power Automate).<br>• Integrate D365 with other Microsoft ecosystem products (Office 365, Azure).<br>• Manage data migration and user training.","• Skills: Dynamics 365, Power Platform, business analysis (Finance or CRM).<br>• Qualifications: Relevant Microsoft certifications (e.g., PL-200, MB-300)."
